filename	url	temas	por	fecha	tipo_documento	largo_caracteres
file00299.txt	https://ciperchile.cl/2009/11/13/los-problemas-de-arrate-solo-250-millones-para-campana-y-un-comando-bicefalo/	Elecciones;Gasto Electoral;Política	Pedro Ramírez y Bastián Fernández	13.11.2009	Actualidad	24254
file00300.txt	https://ciperchile.cl/2009/11/16/los-pesetas/	Honduras;Maras;Pandillas	Daniel Valencia Caravantes, desde El Salvador.	16.11.2009	Actualidad	37164
file00301.txt	https://ciperchile.cl/2009/11/17/la-falta-de-fondos-y-los-dilemas-que-marcan-la-lucha-de-frei-contra-el-olor-a-derrota/	Eduardo Frei;Elecciones;Gasto Electoral	Sebastián Minay	17.11.2009	Actualidad	25727
file00302.txt	https://ciperchile.cl/2009/11/20/por-que-ovalle-renuncio-a-la-sonami-fue-socio-del-jefe-financiero-de-la-dina/	Derechos Humanos;Negocios	Mónica González	20.11.2009	Investigación	35895
file00303.txt	https://ciperchile.cl/2009/11/24/jonathan-no-tiene-tatuajes/	Guatemala;Maras;Pandillas	Roberto Valencia	24.11.2009	Actualidad	31903
file00304.txt	https://ciperchile.cl/2009/11/25/hosain-sabag-intenta-anular-delitos-por-los-que-es-investigado-su-hijo-diputado/	Congreso;Diputados;Justicia;Sabag;Senado	Francisca Skoknic	25.11.2009	Actualidad	19024
file00305.txt	https://ciperchile.cl/2009/11/30/vivir-y-morir-en-el-reparto-schick/	Maras;Nicaragua;Pandillas	Carlos Salinas Maldonado	30.11.2009	Actualidad	21872
file00306.txt	https://ciperchile.cl/2009/12/02/contraloria-confirma-irregularidades-en-sistema-de-apuestas-de-polla-denunciadas-por-ciper/	Apuestas;Juegos de Azar;Licitaciones;Polla;Transparencia	Sebastián Minay	02.12.2009	Actualidad	8587
file00307.txt	https://ciperchile.cl/2009/12/02/las-princesas-de-la-pintana-ganan-premio-de-periodismo/	Premios	Francisca Skoknic	02.12.2009	Blog	2935
file00308.txt	https://ciperchile.cl/2009/12/03/mas-y-mejor-periodismo-de-investigacion-en-america-latina/	Blog;Periodismo;Reportajes de Investigación	Francisca Skoknic	03.12.2009	Blog	2467
file00309.txt	https://ciperchile.cl/2009/12/03/quienes-fueron-los-casi-mil-donantes-publicos-de-la-campana-de-bachelet/	Elecciones;Gasto Electoral;Transparencia	Francisca Skoknic	03.12.2009	Investigación	11366
file00310.txt	https://ciperchile.cl/2009/12/04/rusos-postales-de-la-era-putin/	Libros	CIPER	04.12.2009	Libros	2918
file00311.txt	https://ciperchile.cl/2009/12/07/gastos-e-ingresos-declarados-por-los-candidatos-en-las-elecciones-de-2005-y-2008/	Elecciones;Transparencia	CIPER	07.12.2009	Transparencia	2121
file00312.txt	https://ciperchile.cl/2009/12/08/las-huellas-que-dejo-el-magnicidio-de-eduardo-frei-montalva/	Derechos Humanos;Frei Montalva;Política	Mónica González	08.12.2009	Investigación	27957
file00313.txt	https://ciperchile.cl/2009/12/08/por-que-se-decidio-eliminar-a-frei/	Democracia Cristiana;Derechos Humanos;Frei Montalva;Política	Mónica González	08.12.2009	Investigación	11857
file00314.txt	https://ciperchile.cl/2009/12/08/todas-las-muertes-conducen-a-berrios/	Derechos Humanos;Frei Montalva;Política	Mónica González	08.12.2009	Investigación	9510
file00315.txt	https://ciperchile.cl/2009/12/10/los-secretos-de-la-impresora-de-pinera-y-la-fiebre-por-las-gigantografias/	Elecciones;Sebastián Piñera	Pedro Ramírez y Sebastián Minay	10.12.2009	Actualidad	22346
file00316.txt	https://ciperchile.cl/2009/12/11/los-hermanos-alfaro-y-la-muerte-que-los-persigue/	Maras;Narcotráfico;Pandillas	Óscar Martínez	11.12.2009	Actualidad	44651
file00317.txt	https://ciperchile.cl/2009/12/12/elecciones-en-chile-el-discreto-encanto-de-discutir-por-matices/	Eduardo Frei Ruiz-Tagle;Eleccions;Política;Sebastián Piñera	Marcelo Cantelmi	12.12.2009	Opinión	7953
file00318.txt	https://ciperchile.cl/2009/12/13/para-la-izquierda-chilena-la-segunda-vuelta-ya-comenzo/	Elecciones;Política	Mónica González	13.12.2009	Opinión	6448
file00319.txt	https://ciperchile.cl/2009/12/14/las-tareas-pendientes-de-marco-enriquez-ominami/	Elecciones;Política	Pedro Ramírez	14.12.2009	Actualidad	18214
file00320.txt	https://ciperchile.cl/2009/12/15/%c2%bfesta-resuelta-la-segunda-vuelta/	Eduardo Frei Ruiz-Tagle;Elecciones;Genaro Arriagada;Piñera;Política	Genaro Arriagada	15.12.2009	Opinión	9909
file00321.txt	https://ciperchile.cl/2009/12/16/los-misterios-que-esconde-la-autopsia/	Derechos Humanos;Frei Montalva	Mónica González	16.12.2009	Actualidad	7249
file00322.txt	https://ciperchile.cl/2009/12/16/pinera-margina-a-la-udi-de-segunda-vuelta-y-comienza-la-disputa-por-el-gabinete/	Elecciones;Política;Sebastián Piñera;UDI	Sebastián Minay	16.12.2009	Actualidad	24209
file00323.txt	https://ciperchile.cl/2009/12/18/eduardo-frei-y-su-caceria-contrarreloj-de-los-votos-perdidos/	Eduardo Frei Ruiz-Tagle;Elecciones;Política	Francisca Skoknic y Pedro Ramírez	18.12.2009	Actualidad	19016
file00324.txt	https://ciperchile.cl/2009/12/21/invictus-la-historia-del-libro-sobre-nelson-mandela-que-morgan-freeman-llevo-al-cine/	Cine;Entrevista;Libros	Francisco Javier Sancho	21.12.2009	Actualidad	12196
file00325.txt	https://ciperchile.cl/2009/12/22/el-terremoto-electoral-que-empuja-al-ps-hacia-la-izquierda/	Elecciones;Política	Pedro Ramírez y Bastián Fernández	22.12.2009	Actualidad	24345
file00326.txt	https://ciperchile.cl/2009/12/29/el-mapa-de-frei-para-la-segunda-vuelta/	Eduardo Frei Ruiz-Tagle;Elecciones;Política	Pedro Ramírez y Francisca Skoknic	29.12.2009	Actualidad	16464
file00327.txt	https://ciperchile.cl/2010/01/06/la-primera-piedra-del-ambicioso-proyecto-de-meo/	Elecciones;Política	Pedro Ramírez	06.01.2010	Actualidad	11988
file00328.txt	https://ciperchile.cl/2010/01/07/los-factores-que-amenazan-el-poder-y-las-utilidades-de-las-isapres/	Isapres;Justicia;Salud	Cristóbal Peña y Francisca Skoknic	07.01.2010	Investigación	21629
file00329.txt	https://ciperchile.cl/2010/01/07/pinera-le-fija-vetos-a-la-udi-para-integrar-su-gabinete-y-gremialismo-contiene-la-indignacion/	Elecciones;Pablo Longueira;Política;RN;Sebastián Piñera;UDI	Sebastián Minay	07.01.2010	Actualidad	21064
file00330.txt	https://ciperchile.cl/2010/01/12/estudio-udp-disecciona-el-perfil-del-votante-en-la-primera-vuelta/	Eduardo Frei Ruiz-Tagle;Elecciones;Política;Sebastián Piñera	Francisca Skoknic	12.01.2010	Actualidad	3896
file00331.txt	https://ciperchile.cl/2010/01/17/hoy-se-define-que-rostro-ritmo-y-sello-tendra-el-gran-galope-del-bicentenario/	Eduardo Frei Ruiz-Tagle;Elecciones;Michelle Bachelet;Política;Sebastián Piñera	Mónica González	17.01.2010	Actualidad	14280
file00332.txt	https://ciperchile.cl/2010/01/18/las-recetas-que-se-barajan-para-resucitar-a-la-concertacion-tras-la-derrota/	Concertación;Eduardo Frei Ruiz-Tagle;Elecciones;Política	Pedro Ramírez y Francisca Skoknic	18.01.2010	Actualidad	25638
file00333.txt	https://ciperchile.cl/2010/01/18/pinera-celebra-con-la-urgencia-de-demostrar-que-es-capaz-de-refundar-a-la-derecha/	Derecha;Elecciones;Política;Sebastián Piñera;UDI	Sebastián Minay	18.01.2010	Actualidad	24371
file00334.txt	https://ciperchile.cl/2010/01/18/se-acabaron-las-trenzas-y-el-clientelismo/	Elecciones;Opinión;Política	Sergio Campos	18.01.2010	Opinión	5987
file00335.txt	https://ciperchile.cl/2010/01/20/los-politicos-y-lobbistas-que-lanzo-al-ruedo-el-primer-condenado-del-caso-registro-civil/	Corrupción;Justicia;Registro Civil	Cristóbal Peña	20.01.2010	Actualidad	20364
file00336.txt	https://ciperchile.cl/2010/01/20/premio-nuevo-periodismo-cemexfnpi/	Blog;Periodismo;Premios	CIPER	20.01.2010	Blog	1001
file00337.txt	https://ciperchile.cl/2010/01/22/a-cien-anos-de-la-masacre-de-santa-maria-de-iquique/	Derechos Humanos;Libros	CIPER	22.01.2010	Libros	2278
file00338.txt	https://ciperchile.cl/2010/01/22/en-audiencia-publica-fundacion-de-pinera-justifica-negativa-a-entregar-sus-memorias-y-balances/	Fundación Futuro;Sebastián Piñera;Transparencia	Francisca Skoknic	22.01.2010	Transparencia	9636
file00339.txt	https://ciperchile.cl/2010/01/27/%e2%80%9cla-historia-secreta-del-secuestro-de-cristian-edwards%e2%80%9d-obtiene-primer-lugar-en-premio-periodismo-de-excelencia-2009/	Periodismo;Premios;Reportajes de Investigación	CIPER	27.01.2010	Blog	4187
file00340.txt	https://ciperchile.cl/2010/02/01/la-pasion-segun-tomas-eloy-martinez/	Literatura;Periodismo	CIPER	01.02.2010	Blog	7795
file00341.txt	https://ciperchile.cl/2010/02/04/despues-del-escandalo-dos-millonarias-licitaciones-ponen-a-prueba-al-registro-civil/	Licitaciones;Registro Civil	Cristóbal Peña	04.02.2010	Actualidad	12410
file00342.txt	https://ciperchile.cl/2010/02/04/la-guerra-por-juarez/	Libros	CIPER	04.02.2010	Libros	1936
file00343.txt	https://ciperchile.cl/2010/02/10/consejo-para-la-transparencia-ordena-entregar-a-ciper-memorias-y-balances-de-la-fundacion-de-pinera/	Fundación Futuro;Sebastián Piñera;Transparencia	Francisca Skoknic	10.02.2010	Transparencia	8820
file00344.txt	https://ciperchile.cl/2010/02/10/las-redes-de-amistad-y-negocios-del-gabinete-de-pinera/	Elecciones;Gobierno;Sebastián Piñera	Mónica González	10.02.2010	Actualidad	8663
file00345.txt	https://ciperchile.cl/2010/02/11/udi-protesta-por-marginacion-politica-de-gabinete-de-pinera-y-longueira-presiona-por-subsecretarias/	Elecciones;Gobierno;Sebastián Piñera;UDI	Sebastián Minay	11.02.2010	Investigación	23533
file00346.txt	https://ciperchile.cl/2010/02/16/el-dia-despues-de-las-minas/	Argentina;Fopea;Periodismo	CIPER	16.02.2010	Blog	1817
file00347.txt	https://ciperchile.cl/2010/02/16/la-controvertida-licencia-de-las-isapres-para-regular-el-reposo-medico-de-sus-afiliados/	Isapres;Salud	Cristóbal Peña	16.02.2010	Investigación	20180
file00348.txt	https://ciperchile.cl/2010/02/16/periodismo-de-investigacion-en-peru-nace-idl-reporteros/	Blog;Periodismo;Perú;Reportajes de Investigación	CIPER	16.02.2010	Blog	3621
file00349.txt	https://ciperchile.cl/2010/02/23/ipys-venezuela-premia-reportaje-sobre-corrupcion-en-administracion-chavista/	Blog;Corrupción;Premios	CIPER	23.02.2010	Blog	3416
file00350.txt	https://ciperchile.cl/2010/02/25/negocio-de-la-basura-cuestionado-contrato-amarra-a-kdm-con-22-comunas-de-santiago-hasta-2027/	Medio Ambiente;Municipalidades	Bastián Fernández y Felipe Avendaño	25.02.2010	Investigación	24466
file00351.txt	https://ciperchile.cl/2010/03/05/como-viven-los-perdonados-por-el-tsunami-entre-la-ayuda-y-el-absurdo/	Bío Bío;Maule;Terremoto;Tsunami	Cristóbal Peña	05.03.2010	Actualidad	19828
file00352.txt	https://ciperchile.cl/2010/03/05/el-terremoto-tierra-adentro/	Maule;Terremoto	Francisca Skoknic	05.03.2010	Actualidad	11270
file00353.txt	https://ciperchile.cl/2010/03/08/fotogaleria-viaje-al-corazon-de-la-tragedia/	Bío Bío;Maule;Terremoto;Tsunami	Francisca Skoknic	08.03.2010	Actualidad	741
file00354.txt	https://ciperchile.cl/2010/03/12/cambio-de-mando-sobre-transiciones-poderes-y-limites/	Congreso;Constitución;Política;Sebastián Piñera	Genaro Arriagada	12.03.2010	Opinión	7799
file00355.txt	https://ciperchile.cl/2010/03/12/experto-en-tsunamis-%e2%80%9cla-comunidad-cientifica-podia-inferir-que-se-incubaba-una-catastrofe%e2%80%9d/	Terremoto;Tsunami	Marcela Ramos	12.03.2010	Actualidad	7191
file00356.txt	https://ciperchile.cl/2010/03/12/la-replica-los-nervios-la-piocha-y-el-escaso-protocolo-que-deslucieron-el-cambio-de-mando/	Michelle Bachelet;Política;Sebastián Piñera	Sebastián Minay	12.03.2010	Actualidad	13389
file00357.txt	https://ciperchile.cl/2010/03/12/la-replica-mas-dura-para-las-inmobiliarias-negociar-con-clientes-en-pie-de-guerra/	constructoras;Inmobiliarias;Terremoto	CIPER	12.03.2010	Actualidad	25968
file00358.txt	https://ciperchile.cl/2010/03/15/estas-son-las-constructoras-e-inmobiliarias-de-los-edificios-mas-danados-en-santiago-2/	constructoras;Inmobiliarias;Terremoto	CIPER	15.03.2010	Investigación	81422
file00359.txt	https://ciperchile.cl/2010/03/16/por-que-no-existe-certeza-sobre-cuantos-muertos-y-desaparecidos-dejo-el-tsunami/	Bío Bío;Maule;Terremot;Tsunami	Cristóbal Peña	16.03.2010	Actualidad	16533
file00360.txt	https://ciperchile.cl/2010/03/16/rodrigo-ubilla-subsecretario-de-interior-%e2%80%9cnuestro-objetivo-es-tener-una-lista-de-los-desaparecidos-reales%e2%80%9d/	Bío Bío;Maule;Terremoto;Tsunami	Cristóbal Peña	16.03.2010	Actualidad	9092
file00361.txt	https://ciperchile.cl/2010/03/18/los-vinculos-de-pinera-con-las-empresas-de-los-edificios-danados-los-hombres-del-presidente/	Inmobiliarias;Sebastián Piñera;Terremoto	Francisca Skoknic y Juan Pablo Figueroa	18.03.2010	Investigación	13499
file00362.txt	https://ciperchile.cl/2010/03/19/las-tres-sociedades-que-ligan-al-nuevo-gobernador-de-bio-bio-con-la-red-clandestina-de-paul-schafer/	Colonia Dignidad;Derechos Humanos;Empresas;Justicia	Pedro Ramírez y Rebeca Araya Basualto	19.03.2010	Investigación	22466
file00363.txt	https://ciperchile.cl/2010/03/22/el-dia-despues-del-terremoto-%c2%bfque-reconstruir-y-como-hacerlo/	Bío Bío;construcción;Desastres naturales;Maule;Terremoto	Miguel Lawner	22.03.2010	Opinión	15487
file00364.txt	https://ciperchile.cl/2010/03/22/gabriel-garcia-marquez-en-un-calido-homenaje-a-tomas-eloy-martinez/	Opinión	CIPER	22.03.2010	Blog	4990
file00365.txt	https://ciperchile.cl/2010/03/23/asi-matamos-a-monsenor-romero/	Asesinatos;Derechos Humanos;El Salvador;Iglesia	Carlos Dada	23.03.2010	Investigación	56312
file00366.txt	https://ciperchile.cl/2010/03/24/anatomia-del-accidentado-debut-del-presidente-pinera/	Gobierno;LAN;Sebastián Piñera	Sebastián Minay	24.03.2010	Actualidad	26109
file00367.txt	https://ciperchile.cl/2010/03/24/sube-la-temperatura-en-las-negociaciones-entre-inmobiliarias-y-propietarios-de-edificios-danados/	constructoras;Inmobiliarias;Terremoto	Pedro Ramírez y Úrsula Schüler	24.03.2010	Actualidad	30801
file00368.txt	https://ciperchile.cl/2010/03/25/entre-cabrero-y-valparaiso-se-decide-el-futuro-judicial-del-diputado-dc-jorge-sabag/	Congreso;Corrupción;Diputados;Justicia	Francisca Skoknic	25.03.2010	Actualidad	7404
file00369.txt	https://ciperchile.cl/2010/03/26/punto-para-el-diputado-sabag-dc-juicio-por-negociacion-incompatible-sera-en-cabrero/	Corrupción;Diputados;Justicia;Política	Francisca Skoknic	26.03.2010	Actualidad	5294
file00370.txt	https://ciperchile.cl/2010/03/30/estos-son-los-ganadores-del-concurso-%e2%80%9cla-prensa-chilena-y-el-bicentenario%e2%80%9d/	Blog	CIPER	30.03.2010	Blog	5703
file00371.txt	https://ciperchile.cl/2010/04/01/%e2%80%9cni-un-periodista-menos%e2%80%9d-periodistas-de-mexico-adoptan-medidas-para-protegerse-del-crimen-organizado/	México;Periodismo	CIPER	01.04.2010	Blog	13819
file00372.txt	https://ciperchile.cl/2010/04/01/estas-son-las-empresas-que-mas-han-despedido-amparandose-en-el-terremoto/	Bío Bío;Cesantía;Maule;Terremoto;Trabajo;Tsunami	Cristóbal Peña y Matías Fouillioux	01.04.2010	Actualidad	21338
file00373.txt	https://ciperchile.cl/2010/04/01/los-complicados-conflictos-de-interes-que-enfrenta-el-nuevo-fiscal-nacional-economico/	Competencia;Gobierno;Justicia	Francisca Skoknic	01.04.2010	Actualidad	8435
file00374.txt	https://ciperchile.cl/2010/04/01/los-nexos-del-gobierno-con-las-empresas-de-la-reconstruccion/	Empresas;Reconstrucción;Sebastián Piñera;Terremoto	Juan Pablo Figueroa	01.04.2010	Actualidad	6299
file00375.txt	https://ciperchile.cl/2010/04/06/el-dictador-los-demonios-y-otras-cronicas/	Libros	CIPER	06.04.2010	Libros	3892
file00376.txt	https://ciperchile.cl/2010/04/07/estudio-de-edificio-de-penta-revela-la-falla-estructural-que-se-repite-en-las-modernas-torres-afectadas-por-el-terremoto/		Pedro Ramírez y Úrsula Schüler	07.04.2010	Investigación	30489
file00377.txt	https://ciperchile.cl/2010/04/09/%e2%80%9cla-ruta-de-la-merluza-de-la-sobrepesca-a-un-bien-de-lujo%e2%80%9d-investigacion-de-fopea/	Argentina;Blog;Reportajes de Investigación	CIPER	09.04.2010	Blog	1518
file00378.txt	https://ciperchile.cl/2010/04/09/la-desconocida-y-sabrosa-trastienda-del-otro-maremoto-que-enfrenta-la-armada/	Armada;Fuerzas Armadas;Política;Terremoto	Sebastián Minay	09.04.2010	Investigación	23457
file00379.txt	https://ciperchile.cl/2010/04/13/monica-gonzalez-directora-de-ciper-gana-premio-mundial-libertad-de-prensa/	CIPER;Mónica González;Premios;Unesco	Francisca Skoknic	13.04.2010	Blog	3821
file00380.txt	https://ciperchile.cl/2010/04/17/fin-al-misterio-la-letra-chica-de-la-pragmatica-reforma-tributaria-de-sebastian-pinera/	Derecha;Impuestos;Piñera;Política;UDI	Francisca Skoknic	17.04.2010	Actualidad	24777
file00381.txt	https://ciperchile.cl/2010/04/17/hinzpeter-anota-su-primer-triunfo-y-enfrenta-la-urgencia-de-desmarcarse-del-terremoto/	Gobierno;Política;Rodrigo Hinzpeter;Sebastián Piñera	Sebastián Minay	17.04.2010	Actualidad	16853
file00382.txt	https://ciperchile.cl/2010/04/17/las-verdaderas-razones-de-la-renuncia-de-ivan-andrusco-a-la-direccion-de-gendarmeria/	Andrusco;Derechos Humanos;Justicia	Matías Fouillioux	17.04.2010	Actualidad	16632
file00383.txt	https://ciperchile.cl/2010/04/19/%e2%80%9ctodos-juntos%e2%80%9d-y-los-verdaderos-duenos-de-las-canciones/		Claudio Ruiz	19.04.2010	Opinión	4455
file00384.txt	https://ciperchile.cl/2010/04/19/el-desplome-economico-de-grecia-el-desafio-aleman-de-alejarse-del-enfermo/		Marcelo Cantelmi	19.04.2010	Opinión	8557
file00385.txt	https://ciperchile.cl/2010/04/20/lo-que-los-ministros-pusieron-y-omitieron-en-sus-declaraciones-de-patrimonio-e-intereses/	Gobierno;Patrimonio;Sebastián Piñera;Transparencia	Juan Pablo Figueroa	20.04.2010	Investigación	22624
file00386.txt	https://ciperchile.cl/2010/04/21/el-derrumbe-del-gobierno-absolutista-que-mario-olavarria-udi-erigio-en-colina/	Colina;Política	Cristóbal Peña	21.04.2010	Actualidad	22223
file00387.txt	https://ciperchile.cl/2010/04/26/colegios-sin-planes-de-estudio-la-polemica-postergacion-del-ministerio-de-educacion/	Educación	Cristóbal Peña y Matías Fouillioux	26.04.2010	Actualidad	8369
file00388.txt	https://ciperchile.cl/2010/04/26/loreto-fontaine-%e2%80%9cno-creo-que-a-los-colegios-les-importe-mucho-no-tener-los-nuevos-programas-de-estudios%e2%80%9d/	Educación	Matías Fouillioux	26.04.2010	Actualidad	6210
file00389.txt	https://ciperchile.cl/2010/04/27/nuevo-terremoto-en-talca-el-desembarco-del-grupo-hurtado-vicuna-y-la-presion-inmobiliaria-que-amenaza-a-los-damnificados/	Maule;Terremoto	Pedro Ramírez	27.04.2010	Investigación	25097
file00390.txt	https://ciperchile.cl/2010/04/28/judith-torrea-ganadora-del-premio-ortega-y-gasset-de-periodismo-por-su-blog-sobre-ciudad-juarez/	Blog;México;Narcotráfico;Premios	CIPER	28.04.2010	Blog	5043
file00391.txt	https://ciperchile.cl/2010/04/28/los-lunares-que-subsisten-en-el-pago-de-contribuciones-de-bienes-raices/	Inmobiliarias	Patricio Herman	28.04.2010	Opinión	8299
file00392.txt	https://ciperchile.cl/2010/04/30/los-silencios-y-omisiones-que-comprometen-a-la-cupula-eclesial-en-el-caso-karadima/	Iglesia	Andrea Insunza y Javier Ortega	30.04.2010	Actualidad	23068
file00393.txt	https://ciperchile.cl/2010/05/03/en-el-dia-de-la-libertad-de-prensa-monica-gonzalez-recibio-en-australia-el-premio-anual-de-la-unesco/	CIPER;Mónica González;Premios	CIPER	03.05.2010	Blog	20085
file00394.txt	https://ciperchile.cl/2010/05/06/elogios-criminales/	Libros	CIPER	06.05.2010	Libros	2186
file00395.txt	https://ciperchile.cl/2010/05/07/cde-se-querella-por-autocontratos-en-la-universidad-de-chile/		Juan Pablo Figueroa	07.05.2010	Actualidad	10648
file00396.txt	https://ciperchile.cl/2010/05/12/1962-el-mito-del-mundial-chileno/	Daniel Matamala;Fútbol;Libros	CIPER	12.05.2010	Libros	1368
file00397.txt	https://ciperchile.cl/2010/05/13/fernando-atria-%e2%80%9clos-50-liceos-de-excelencia-son-una-medida-publicitaria-a-costa-de-la-mayoria-de-los-jovenes%e2%80%9d/	Educación;Entrevista	Juan Andrés Guzmán	13.05.2010	Actualidad	18451
file00398.txt	https://ciperchile.cl/2010/05/13/hugo-montes-hijo-%e2%80%9csi-todo-esto-llega-a-ser-cierto-me-va-a-pesar-no-haber-interrogado-mas%e2%80%9d/	Abuso Sexual;Educación;Hugo Montes;Iglesia	Javier Ortega	13.05.2010	Actualidad	24406
file00399.txt	https://ciperchile.cl/2010/05/13/los-testimonios-de-abusos-que-acusan-al-premio-nacional-hugo-montes-brunet/	Abuso Sexual;Educación;Hugo Montes;Iglesia	Bárbara León y María Teresa Nielsen	13.05.2010	Investigación	25879
file00400.txt	https://ciperchile.cl/2010/05/19/denuncia-de-abuso-en-el-liceo-aleman-la-promesa-incumplida-del-cardenal-y-el-ocultamiento-del-acusado/	Abuso Sexual;Iglesia;Justicia	Pedro Ramírez y Juan Pablo Figueroa	19.05.2010	Actualidad	16541
file00401.txt	https://ciperchile.cl/2010/05/19/los-secretos-de-la-valija/	Libros	Francisca Skoknic	19.05.2010	Libros	2054
file00402.txt	https://ciperchile.cl/2010/05/28/consejo-de-redaccion-identifica-a-los-principales-financistas-de-las-campanas-electorales-colombianas/	Blog	CIPER	28.05.2010	Blog	1916
file00403.txt	https://ciperchile.cl/2010/05/28/cuestionamientos-constitucionales-y-judiciales-fuerzan-reforma-a-las-isapres/	Isapres;Justicia;Salud	Francisca Skoknic	28.05.2010	Actualidad	15498
file00404.txt	https://ciperchile.cl/2010/05/28/el-leon-y-el-unicornio-y-otros-ensayos/	Libros	CIPER	28.05.2010	Libros	3584
file00405.txt	https://ciperchile.cl/2010/05/28/inconstitucionalidad-de-la-tabla-de-factores-de-riesgo-de-las-isapre/	Isapres;Justicia;Opinión;Salud	Gonzalo García	28.05.2010	Opinión	6211
file00406.txt	https://ciperchile.cl/2010/05/28/las-isapres-ante-el-tribunal-constitucional-urgen-reglas-claras/	Isapres;Justicia;Opinión;Salud	Claudio Arellano	28.05.2010	Opinión	10529
file00407.txt	https://ciperchile.cl/2010/05/31/cuanto-pesan-los-militantes-de-los-partidos-humanista-tienen-mas-afiliados-que-la-udi/	Partidos Políticos;Política;Transparencia	Francisca Skoknic	31.05.2010	Transparencia	4676
file00408.txt	https://ciperchile.cl/2010/06/03/seguridad-ciudadana-la-hora-en-que-el-gobierno-se-enfrenta-a-sus-promesas/	Delincuencia;Política;Seguridad ciudadana	Cristóbal Peña	03.06.2010	Actualidad	25688
file00409.txt	https://ciperchile.cl/2010/06/04/bachelet-supero-meta-de-antidelincuencia-de-su-gobierno-victimizacion-cayo-123/	Delincuencia;Política;Seguridad ciudadana	Cristóbal Peña	04.06.2010	Actualidad	4021
file00410.txt	https://ciperchile.cl/2010/06/04/la-moneda-decide-llevar-el-diario-oficial-a-internet-y-corta-el-oxigeno-a-los-privados-que-controlan-la-nacion/	La Nación;Política;Prensa	Pedro Ramírez	04.06.2010	Actualidad	16018
file00411.txt	https://ciperchile.cl/2010/06/08/exclusivo-audio-de-la-entrevista-a-clarin-desmiente-explicaciones-de-embajador-otero-y-agudiza-sus-contradicciones/	Argentina;Derechos Humanos;Diplomacia;Miguel Otero;Política	CIPER	08.06.2010	Actualidad	30921
file00412.txt	https://ciperchile.cl/2010/06/09/yo-si-senti-la-dictadura-y-tambien-a-miguel-otero/	Argentina;Derechos Humanos;Diplomacia;Miguel Otero;Política	Álvaro Varela	09.06.2010	Opinión	11561
file00413.txt	https://ciperchile.cl/2010/06/10/la-salida-del-embajador-chileno-pone-en-evidencia-debilidades-del-gobierno-de-pinera/	Argentina;Derechos Humanos;Diplomacia;Marcelo Cantelmi;Miguel Otero;Política	Marcelo Cantelmi	10.06.2010	Opinión	4810
file00414.txt	https://ciperchile.cl/2010/06/10/marcas-cronicas/	Fotografía;Libros	CIPER	10.06.2010	Libros	2627
file00415.txt	https://ciperchile.cl/2010/06/11/conchali-municipio-quebrado-y-ataques-desde-todos-los-sectores-tienen-en-jaque-a-alcalde-rn/	Irregularidades;Justicia;Municipalidades;Transparencia	Matías Fouillioux	11.06.2010	Investigación	23769
file00416.txt	https://ciperchile.cl/2010/06/11/el-orgullo-en-la-cancha-y-el-apartheid-en-el-museo/	Fútbol;Opinión;Sudáfrica	José Antonio Giordano	11.06.2010	Opinión	3940
file00417.txt	https://ciperchile.cl/2010/06/11/la-transicion-de-otero/	Argentina;Derechos Humanos;Diplomacia;Miguel Otero;Opinión;Política	Roberto Pizarro	11.06.2010	Opinión	5376
file00418.txt	https://ciperchile.cl/2010/06/16/los-documentos-detras-del-polemico-contrato-entre-la-%e2%80%9cu%e2%80%9d-y-chilevision/	Chilevisión;Concesiones;Sebastián Piñera;Televisión;Universidad de Chile	Francisca Skoknic	16.06.2010	Investigación	15943
file00419.txt	https://ciperchile.cl/2010/06/16/mundial-en-sudafrica-chicos-y-aninados/	Fútbol;Opinión;Sudáfrica	Orlando Escárate	16.06.2010	Opinión	4618
file00420.txt	https://ciperchile.cl/2010/06/17/mundial-en-sudafrica-curiosidades-de-la-amistad-global/	Fútbol;Opinión;Sudáfrica	José Antonio Giordano	17.06.2010	Opinión	3961
file00421.txt	https://ciperchile.cl/2010/06/18/grandes-historias-del-futbol-chileno/	Fútbol;Libros	CIPER	18.06.2010	Libros	3452
file00422.txt	https://ciperchile.cl/2010/06/22/%c2%bffutbol-o-basquetbol/	Fútbol;Opinión;Orlando Scarate;Sudáfrica	Orlando Escárate	22.06.2010	Opinión	4937
file00423.txt	https://ciperchile.cl/2010/06/23/serie-de-reportajes-de-ciper-es-califica-en-seleccion-oficial-del-premio-de-la-fnpi/	Blog;FNPI;Periodismo;Premios	Francisca Skoknic	23.06.2010	Blog	2366
file00424.txt	https://ciperchile.cl/2010/06/25/nuevo-superintendente-de-isapres-agrava-conflictos-de-interes-en-el-gobierno/	Gobierno;Isapres;Salud;Sebastián Piñera	Francisca Skoknic	25.06.2010	Actualidad	11089
file00425.txt	https://ciperchile.cl/2010/06/29/el-hombre-es-humano/	Fútbol;Opinión;Orlando Scarate;Sudáfrica	Orlando Escárate	29.06.2010	Opinión	3577
file00426.txt	https://ciperchile.cl/2010/06/29/saqueadores-ladrones-de-ocasion/	Bío Bío;Justicia;Saqueos;Terremoto;Tsunami	Juan Andrés Guzmán	29.06.2010	Investigación	18578
